Acc,Cans,Kilograms,Fat,SNF,Date,Shift
3690,2,67,5.6,8.7,2018-07-25,1
949,4,140,7.1,8.6,2018-07-25,0
457,1,21,5.8,8.3,2018-07-25,0
925,1,28,5.5,8.2,2018-07-25,0
460,1,40,4.6,8.5,2018-07-25,0
893,1,13,5.0,8.3,2018-07-25,0
786,1,8,3.6,8.2,2018-07-25,0
455,1,9,3.0,8.2,2018-07-25,0
865,2,42,6.8,8.4,2018-07-25,1
3680,2,45,6.8,9.0,2018-07-25,0
1516,3,99,5.8,8.7,2018-07-25,0
3516,2,48,6.3,8.7,2018-07-25,0
873,4,153,5.7,8.4,2018-07-25,0
3690,4,125,6.5,8.7,2018-07-25,0
865,2,48,6.8,8.4,2018-07-25,0
871,2,54,6.0,8.3,2018-07-25,0
1516,2,54,5.4,8.7,2018-07-26,1
457,2,42,5.1,8.2,2018-07-26,1
925,1,34,5.0,8.2,2018-07-26,1
460,1,39,5.0,8.6,2018-07-26,1
893,2,42,4.8,8.2,2018-07-26,1
871,1,39,5.5,8.5,2018-07-26,1
2959,2,64,4.4,8.5,2018-07-26,1
1725,1,21,5.8,8.7,2018-07-26,1
3691,3,87,7.9,9.0,2018-07-26,1
455,1,24,3.1,8.3,2018-07-26,1
949,4,151,6.1,8.7,2018-07-26,1
3680,2,45,8.6,9.0,2018-07-26,1
3690,2,65,5.9,8.6,2018-07-26,1
865,1,39,6.6,8.5,2018-07-26,1
3691,5,161,7.4,9.0,2018-07-26,0
1516,3,93,5.6,8.7,2018-07-26,0
1725,1,11,5.8,8.7,2018-07-26,0
3680,2,49,8.6,9.0,2018-07-26,0
3516,1,39,6.2,8.8,2018-07-26,1
3516,1,31,6.6,8.6,2018-07-26,0
873,2,52,6.8,8.5,2018-07-26,0
3690,3,117,6.1,8.6,2018-07-26,0
865,2,48,6.4,8.5,2018-07-26,0
2959,2,53,4.9,8.7,2018-07-26,0
893,1,13,4.6,8.2,2018-07-26,0
460,2,42,4.4,8.3,2018-07-26,0
925,1,18,5.6,8.2,2018-07-26,0
457,1,33,4.9,8.2,2018-07-26,0
949,4,139,6.5,8.4,2018-07-26,0
455,1,26,3.1,8.3,2018-07-26,0
873,2,79,5.0,8.5,2018-07-26,1
1725,1,24,6.0,8.7,2018-07-27,1
3691,4,126,6.6,9.0,2018-07-27,1
3680,2,50,7.9,9.0,2018-07-27,1
1516,2,63,5.0,8.7,2018-07-27,1
3516,2,45,6.3,8.7,2018-07-27,1
873,2,75,5.0,8.6,2018-07-27,1
3690,2,71,5.5,8.7,2018-07-27,1
865,2,41,6.6,8.5,2018-07-27,1
2959,2,55,4.3,8.5,2018-07-27,1
871,1,19,5.6,8.5,2018-07-27,1
786,1,18,4.5,8.4,2018-07-27,1
893,1,40,5.3,8.4,2018-07-27,1
460,1,33,5.0,8.7,2018-07-27,1
925,1,22,5.9,8.3,2018-07-27,1
457,2,63,4.7,8.5,2018-07-27,1
949,4,151,6.4,8.7,2018-07-27,1
455,1,25,3.0,8.3,2018-07-27,1
3691,4,124,6.7,9.0,2018-07-27,0
1725,1,23,5.5,8.7,2018-07-27,0
3680,2,57,7.6,9.0,2018-07-27,0
1516,3,91,5.9,8.7,2018-07-27,0
3516,2,44,6.1,8.8,2018-07-27,0
873,2,68,6.4,8.6,2018-07-27,0
3690,4,130,6.4,8.7,2018-07-27,0
865,2,43,6.9,8.6,2018-07-27,0
2959,2,54,5.2,8.7,2018-07-27,0
871,2,56,6.2,8.3,2018-07-27,0
786,1,12,4.0,8.4,2018-07-27,0
893,1,14,5.0,8.4,2018-07-27,0
460,1,36,4.6,8.7,2018-07-27,0
925,1,28,5.5,8.3,2018-07-27,0
457,2,45,4.3,8.3,2018-07-27,0
455,1,11,3.0,8.3,2018-07-27,0
949,4,138,6.9,8.6,2018-07-27,0
1516,2,68,5.1,8.7,2018-07-28,1
457,1,37,4.8,8.2,2018-07-28,0
949,3,112,6.8,8.6,2018-07-28,0
3691,3,113,7.0,9.0,2018-07-28,1
455,1,27,3.1,8.3,2018-07-28,1
1725,1,30,5.8,8.6,2018-07-28,1
3680,2,55,7.7,9.0,2018-07-28,1
3516,2,47,6.2,8.7,2018-07-28,1
873,2,76,5.0,8.5,2018-07-28,1
3690,2,72,5.8,8.7,2018-07-28,1
2959,2,42,4.5,8.5,2018-07-28,1
871,1,31,5.0,8.5,2018-07-28,1
786,1,16,4.1,8.3,2018-07-28,1
893,2,42,5.4,8.3,2018-07-28,1
460,2,41,4.6,8.7,2018-07-28,1
925,1,34,5.3,8.4,2018-07-28,1
457,2,66,4.9,8.3,2018-07-28,1
865,2,42,6.4,8.4,2018-07-28,1
3691,3,111,6.7,9.0,2018-07-28,0
949,4,150,6.2,8.6,2018-07-28,1
460,2,43,4.7,8.6,2018-07-28,0
893,1,11,4.3,8.3,2018-07-28,0
786,1,6,6.9,8.4,2018-07-28,0
871,1,32,6.8,8.3,2018-07-28,0
2959,2,56,5.0,8.7,2018-07-28,0
865,2,52,6.6,8.5,2018-07-28,0
925,1,14,6.3,8.2,2018-07-28,0
873,2,48,7.2,8.5,2018-07-28,0
3516,1,25,7.0,8.7,2018-07-28,0
1516,3,94,6.0,8.7,2018-07-28,0
3680,2,46,6.9,9.0,2018-07-28,0
1725,1,11,6.3,8.6,2018-07-28,0
455,1,29,3.0,8.3,2018-07-28,0
3690,4,132,6.2,8.7,2018-07-28,0
925,1,34,4.9,8.2,2018-07-29,1
460,2,41,4.6,8.7,2018-07-29,1
893,2,41,4.6,8.2,2018-07-29,1
786,1,16,4.2,8.3,2018-07-29,1
871,1,35,5.2,8.6,2018-07-29,1
2959,2,59,4.6,8.7,2018-07-29,1
865,2,52,6.3,8.5,2018-07-29,1
1516,2,62,4.8,8.7,2018-07-29,1
873,2,71,4.6,8.6,2018-07-29,1
3516,2,46,6.6,8.7,2018-07-29,1
3680,2,49,7.7,9.0,2018-07-29,1
1725,1,29,5.8,8.6,2018-07-29,1
455,1,27,3.1,8.3,2018-07-29,1
3691,3,89,8.4,9.0,2018-07-29,1
3690,2,71,5.8,8.7,2018-07-29,1
457,2,63,4.6,8.2,2018-07-29,1
3690,4,134,6.2,8.7,2018-07-29,0
3691,3,94,7.5,9.0,2018-07-29,0
949,4,151,6.1,8.5,2018-07-29,1
457,2,45,4.5,8.3,2018-07-29,0
925,1,28,5.3,8.2,2018-07-29,0
460,1,37,4.9,8.7,2018-07-29,0
893,1,19,5.1,8.5,2018-07-29,0
786,1,14,3.3,8.3,2018-07-29,0
871,2,54,6.1,8.3,2018-07-29,0
2959,2,69,5.4,8.7,2018-07-29,0
949,4,154,6.8,8.6,2018-07-29,0
873,2,66,6.5,8.5,2018-07-29,0
3516,2,44,6.2,8.7,2018-07-29,0
1516,2,80,6.4,8.7,2018-07-29,0
3680,1,40,8.2,9.0,2018-07-29,0
1725,1,17,5.9,8.6,2018-07-29,0
455,1,11,3.0,8.3,2018-07-29,0
865,2,45,6.5,8.4,2018-07-29,0
457,2,63,4.7,8.2,2018-07-30,1
925,1,36,4.9,8.2,2018-07-30,1
460,1,36,5.0,8.4,2018-07-30,1
893,2,42,4.9,8.2,2018-07-30,1
786,1,14,3.7,8.2,2018-07-30,1
871,1,29,5.4,8.6,2018-07-30,1
2959,2,63,4.5,8.5,2018-07-30,1
1516,2,56,5.3,8.6,2018-07-30,1
873,2,70,5.2,8.6,2018-07-30,1
3516,2,47,6.5,8.4,2018-07-30,1
3680,2,49,7.1,9.0,2018-07-30,1
1725,1,30,5.1,8.7,2018-07-30,1
455,1,30,3.0,8.3,2018-07-30,1
3691,4,121,6.9,9.0,2018-07-30,1
3690,2,76,5.8,8.4,2018-07-30,1
949,4,146,5.8,8.7,2018-07-30,1
865,2,46,6.5,8.3,2018-07-30,1
455,1,31,3.0,8.3,2018-07-30,0
3691,3,120,6.9,9.0,2018-07-30,0
925,1,27,5.4,8.2,2018-07-30,0
460,1,38,4.8,8.3,2018-07-30,0
893,1,17,5.5,8.2,2018-07-30,0
786,1,12,3.3,8.3,2018-07-30,0
871,2,58,5.9,8.2,2018-07-30,0
2959,2,71,5.7,8.4,2018-07-30,0
457,1,28,5.2,8.3,2018-07-30,0
949,4,150,6.9,8.7,2018-07-30,0
3690,2,118,6.2,8.4,2018-07-30,0
873,2,60,6.9,8.5,2018-07-30,0
3516,2,48,6.9,8.6,2018-07-30,0
1516,3,120,5.3,8.7,2018-07-30,0
3680,2,45,6.8,9.0,2018-07-30,0
1725,1,22,5.5,8.4,2018-07-30,0
865,2,79,5.7,8.3,2018-07-30,0
460,1,37,4.8,8.6,2018-07-31,1
786,1,15,4.3,8.3,2018-07-31,1
871,2,47,5.0,8.4,2018-07-31,1
2959,2,69,5.0,8.7,2018-07-31,1
865,2,53,6.5,8.4,2018-07-31,1
3690,2,71,5.7,8.6,2018-07-31,1
3680,2,45,8.6,9.0,2018-07-31,1
3516,1,37,6.3,8.7,2018-07-31,1
1516,2,63,4.7,8.6,2018-07-31,1
1725,1,27,5.5,8.6,2018-07-31,1
455,1,31,3.0,8.3,2018-07-31,1
3691,3,80,7.7,9.0,2018-07-31,1
925,1,32,5.0,8.2,2018-07-31,1
873,2,71,5.2,8.4,2018-07-31,1
457,2,45,4.6,8.2,2018-07-31,1
3680,2,44,8.5,9.0,2018-07-31,0
3691,5,165,7.3,9.0,2018-07-31,0
949,4,160,7.1,8.6,2018-07-31,0
457,1,38,5.5,8.2,2018-07-31,0
925,1,18,6.1,8.2,2018-07-31,0
949,4,155,5.8,8.6,2018-07-31,1
786,1,6,4.3,8.3,2018-07-31,0
871,1,23,7.2,8.4,2018-07-31,0
2959,2,55,5.6,8.7,2018-07-31,0
460,1,40,4.6,8.6,2018-07-31,0
3690,4,129,6.6,8.6,2018-07-31,0
873,2,46,7.2,8.4,2018-07-31,0
3516,1,26,7.5,8.7,2018-07-31,0
1516,2,79,5.8,8.7,2018-07-31,0
1725,1,19,5.5,8.6,2018-07-31,0
455,1,29,3.0,8.4,2018-07-31,0
865,2,43,6.3,8.5,2018-07-31,0
893,1,24,6.1,8.5,2018-08-07,1
3691,3,86,6.0,9.0,2018-08-07,1
455,1,13,3.0,8.3,2018-08-07,1
1725,1,23,5.3,8.4,2018-08-07,1
3680,1,38,5.5,9.0,2018-08-07,1
1516,2,74,6.0,8.5,2018-08-07,1
3690,4,147,6.4,8.7,2018-08-07,1
2959,3,81,5.3,8.5,2018-08-07,1
460,1,35,5.4,8.8,2018-08-07,1
460,1,37,4.4,8.5,2018-08-07,0
3691,4,152,6.1,9.0,2018-08-07,0
925,1,19,5.5,8.2,2018-08-07,0
893,2,41,5.4,8.5,2018-08-07,0
2959,2,82,4.4,8.6,2018-08-07,0
3690,1,10,4.7,8.7,2018-08-07,0
925,1,30,5.6,8.2,2018-08-07,1
3680,1,40,6.1,9.0,2018-08-07,0
1725,1,27,4.4,8.6,2018-08-07,0
455,1,31,3.0,8.3,2018-08-07,0
1516,2,50,4.9,8.1,2018-08-07,0
460,1,37,5.2,8.7,2018-08-08,1
455,1,30,3.2,8.2,2018-08-08,1
1725,1,20,5.1,8.4,2018-08-08,1
3680,2,55,6.7,9.0,2018-08-08,1
1516,3,86,5.3,8.7,2018-08-08,1
1579,1,4,7.2,9.0,2018-08-08,1
3690,4,137,6.2,8.6,2018-08-08,1
2959,3,86,5.8,8.6,2018-08-08,1
893,1,28,6.3,8.5,2018-08-08,1
3691,3,99,6.8,9.0,2018-08-08,1
3691,3,100,6.7,9.0,2018-08-08,0
455,1,25,3.0,8.3,2018-08-08,0
925,1,22,5.8,8.2,2018-08-08,1
460,1,36,4.3,8.5,2018-08-08,0
893,1,38,5.4,8.4,2018-08-08,0
2959,3,91,4.9,8.7,2018-08-08,0
925,1,20,5.2,8.2,2018-08-08,0
1579,1,5,6.9,8.4,2018-08-08,0
1516,2,52,4.9,8.6,2018-08-08,0
3680,2,50,6.2,9.0,2018-08-08,0
1725,1,32,5.2,8.4,2018-08-08,0
3690,3,82,5.9,8.4,2018-08-08,0
893,1,26,5.8,8.3,2018-08-09,1
3691,3,92,5.7,9.0,2018-08-09,1
455,1,27,3.1,8.2,2018-08-09,1
1725,1,19,5.7,8.2,2018-08-09,1
3680,2,50,5.4,9.0,2018-08-09,1
3690,4,142,6.9,8.4,2018-08-09,1
2959,2,78,5.8,8.5,2018-08-09,1
460,1,37,5.5,8.3,2018-08-09,1
1516,3,81,5.9,8.2,2018-08-09,1
455,1,26,3.6,8.5,2018-08-09,0
893,2,41,6.2,8.5,2018-08-09,0
2959,2,78,5.5,8.8,2018-08-09,0
3690,3,82,6.2,8.7,2018-08-09,0
3691,3,98,5.6,9.0,2018-08-09,0
460,1,34,5.8,8.6,2018-08-09,0
3680,2,50,5.5,9.0,2018-08-09,0
1725,1,31,6.1,8.7,2018-08-09,0
1516,2,59,5.6,8.5,2018-08-09,0
893,1,27,6.2,8.7,2018-08-10,1
3691,3,104,7.2,9.0,2018-08-10,1
455,1,14,3.2,8.3,2018-08-10,1
1725,1,23,5.4,8.5,2018-08-10,1
3680,2,51,6.4,9.0,2018-08-10,1
1516,2,80,5.7,8.7,2018-08-10,1
3690,4,136,6.5,8.7,2018-08-10,1
2959,3,102,6.1,8.7,2018-08-10,1
460,1,37,5.1,8.3,2018-08-10,1
925,1,31,5.9,8.2,2018-08-10,1
3691,3,105,7.2,9.0,2018-08-10,0
460,1,36,4.5,8.5,2018-08-10,0
893,2,41,5.4,8.5,2018-08-10,0
2959,3,83,4.5,8.5,2018-08-10,0
3690,2,72,5.4,8.8,2018-08-10,0
925,1,26,4.4,8.2,2018-08-10,0
3680,2,50,6.5,9.0,2018-08-10,0
1725,1,30,5.1,8.3,2018-08-10,0
455,1,29,3.2,8.2,2018-08-10,0
1516,2,63,4.9,8.6,2018-08-10,0
893,1,19,5.5,8.4,2018-08-11,1
3691,2,53,4.4,8.5,2018-08-11,1
455,1,23,3.2,8.3,2018-08-11,1
1725,1,24,5.2,8.6,2018-08-11,1
3680,2,44,6.8,9.0,2018-08-11,1
1516,2,48,6.3,8.6,2018-08-11,1
3690,4,124,5.9,8.6,2018-08-11,1
2959,3,96,5.7,8.6,2018-08-11,1
460,1,39,4.7,8.6,2018-08-11,1
925,1,26,5.5,8.2,2018-08-11,0
3691,2,45,4.5,8.5,2018-08-11,0
455,1,26,3.0,8.3,2018-08-11,0
1725,1,26,5.8,8.5,2018-08-11,0
3680,2,45,7.0,9.0,2018-08-11,0
1516,1,29,4.4,8.6,2018-08-11,0
3690,2,56,5.3,8.7,2018-08-11,0
2959,3,86,5.0,8.7,2018-08-11,0
893,2,41,5.8,8.4,2018-08-11,0
460,1,38,5.2,8.6,2018-08-11,0
925,1,28,5.9,8.2,2018-08-11,1
2959,3,85,5.7,8.6,2018-08-12,1
3690,4,159,6.5,8.6,2018-08-12,1
1516,3,112,5.4,8.6,2018-08-12,1
893,1,20,5.4,8.4,2018-08-12,1
1725,1,19,5.2,8.6,2018-08-12,1
455,1,28,3.0,8.2,2018-08-12,1
3691,3,107,6.5,9.0,2018-08-12,1
3680,2,54,6.3,9.0,2018-08-12,1
460,1,40,5.7,8.1,2018-08-12,1
925,1,25,5.4,8.2,2018-08-12,0
3691,3,113,6.3,9.0,2018-08-12,0
460,2,42,4.5,8.4,2018-08-12,0
893,2,42,5.5,8.2,2018-08-12,0
2959,3,99,5.3,8.7,2018-08-12,0
3690,3,86,5.6,8.5,2018-08-12,0
925,1,31,5.5,8.2,2018-08-12,1
3680,2,49,6.5,9.0,2018-08-12,0
1725,1,25,5.5,8.5,2018-08-12,0
455,1,24,3.0,8.2,2018-08-12,0
1516,2,72,5.1,8.5,2018-08-12,0
460,2,41,5.5,8.6,2018-08-13,1
455,1,25,3.0,8.2,2018-08-13,1
1725,1,14,5.6,8.4,2018-08-13,1
3680,2,51,6.3,9.0,2018-08-13,1
1516,3,89,5.9,8.4,2018-08-13,1
3690,5,170,6.4,8.7,2018-08-13,1
2959,3,91,5.8,8.6,2018-08-13,1
893,1,21,5.7,8.6,2018-08-13,1
3691,4,130,6.0,9.0,2018-08-13,1
925,1,21,6.3,8.2,2018-08-13,1
455,1,25,3.0,8.2,2018-08-13,0
1725,1,31,5.9,8.3,2018-08-13,0
3680,2,50,6.2,9.0,2018-08-13,0
1516,2,64,5.4,8.3,2018-08-13,0
3690,3,95,5.3,8.6,2018-08-13,0
2959,3,98,5.1,8.6,2018-08-13,0
893,2,41,5.8,8.6,2018-08-13,0
460,2,41,4.9,8.4,2018-08-13,0
925,1,27,5.5,8.2,2018-08-13,0
3691,4,135,4.5,8.5,2018-08-13,0
893,1,24,6.1,8.4,2018-08-14,1
2959,3,97,6.0,8.4,2018-08-14,1
3690,4,152,6.7,8.5,2018-08-14,1
3691,3,105,4.3,8.3,2018-08-14,1
3680,2,55,6.8,9.0,2018-08-14,1
1725,1,19,5.8,8.6,2018-08-14,1
455,1,9,3.0,8.2,2018-08-14,1
1516,2,75,6.5,8.5,2018-08-14,1
460,2,42,5.2,8.4,2018-08-14,1
1725,1,31,5.7,8.5,2018-08-14,0
3691,3,105,4.4,8.3,2018-08-14,0
925,1,28,5.2,8.2,2018-08-14,0
460,2,43,4.8,8.5,2018-08-14,0
893,2,42,5.4,8.4,2018-08-14,0
2959,3,88,5.3,8.5,2018-08-14,0
925,1,27,6.0,8.2,2018-08-14,1
1516,2,52,4.9,8.6,2018-08-14,0
3680,2,51,7.2,9.0,2018-08-14,0
455,1,28,3.0,8.2,2018-08-14,0
3690,3,81,5.7,8.5,2018-08-14,0
893,1,30,5.7,8.2,2018-08-15,1
3691,3,112,6.1,8.9,2018-08-15,1
455,1,22,3.0,8.2,2018-08-15,1
1725,1,21,5.5,8.4,2018-08-15,1
3680,2,51,6.7,9.0,2018-08-15,1
1516,3,91,5.7,8.5,2018-08-15,1
3690,2,156,6.5,8.5,2018-08-15,1
2959,3,92,5.6,8.6,2018-08-15,1
460,1,38,5.1,8.7,2018-08-15,1
3691,3,115,6.0,9.0,2018-08-15,0
460,1,38,4.9,8.4,2018-08-15,0
455,1,25,3.2,8.2,2018-08-15,0
1725,1,30,5.9,8.4,2018-08-15,0
3680,2,45,6.7,9.0,2018-08-15,0
1516,2,77,4.7,8.5,2018-08-15,0
3690,3,92,5.4,8.4,2018-08-15,0
2959,3,100,5.4,8.7,2018-08-15,0
893,2,42,5.3,8.2,2018-08-15,0
925,1,30,5.6,8.2,2018-08-15,1
925,1,22,4.6,8.2,2018-08-15,0
893,1,23,5.6,8.2,2018-08-16,1
2959,2,63,5.4,8.6,2018-08-16,1
3690,4,147,6.7,8.5,2018-08-16,1
460,2,42,5.3,8.6,2018-08-16,1
3680,3,93,5.4,8.6,2018-08-16,1
455,1,9,3.2,8.2,2018-08-16,1
1516,2,75,6.5,7.8,2018-08-16,1
925,1,27,6.2,8.2,2018-08-16,1
3691,2,75,6.1,9.0,2018-08-16,1
455,1,22,3.2,8.2,2018-08-16,0
925,1,29,5.0,8.2,2018-08-16,0
460,2,47,5.0,8.7,2018-08-16,0
893,2,41,5.8,8.3,2018-08-16,0
3691,2,75,6.3,9.0,2018-08-16,0
3690,3,89,5.7,8.6,2018-08-16,0
1516,1,34,5.4,8.4,2018-08-16,0
3680,4,124,5.2,8.6,2018-08-16,0
2959,3,91,5.4,8.7,2018-08-16,0
2959,2,76,5.2,8.6,2018-08-17,1
3691,2,70,7.0,9.0,2018-08-17,1
455,1,25,3.0,8.2,2018-08-17,1
1725,1,22,5.1,8.2,2018-08-17,1
3680,3,102,5.1,8.5,2018-08-17,1
1516,3,100,5.6,8.6,2018-08-17,1
3690,4,156,6.3,8.6,2018-08-17,1
460,2,42,5.4,8.2,2018-08-17,1
3691,2,56,6.8,9.0,2018-08-17,0
455,1,24,3.0,8.2,2018-08-17,0
1725,1,32,5.7,8.5,2018-08-17,0
3680,3,117,5.2,8.5,2018-08-17,0
1516,2,51,5.0,8.5,2018-08-17,0
3690,3,89,5.6,8.4,2018-08-17,0
2959,3,89,5.1,8.6,2018-08-17,0
460,2,44,4.8,8.6,2018-08-17,0
925,1,23,4.7,8.2,2018-08-17,0
925,1,24,5.8,8.2,2018-08-17,1
2959,2,77,5.3,8.6,2018-08-18,1
455,1,8,3.5,8.3,2018-08-18,1
1725,1,16,5.5,8.5,2018-08-18,1
3680,2,78,5.2,8.6,2018-08-18,1
1516,2,79,5.9,8.7,2018-08-18,1
3690,4,155,6.2,8.6,2018-08-18,1
893,1,22,5.3,8.4,2018-08-18,1
460,2,42,5.0,8.7,2018-08-18,0
455,1,25,3.0,8.2,2018-08-18,0
1725,1,32,5.5,8.4,2018-08-18,0
3680,4,122,5.2,8.6,2018-08-18,0
1516,3,83,4.4,8.4,2018-08-18,0
3690,3,81,5.6,8.6,2018-08-18,0
2959,3,88,5.2,8.7,2018-08-18,0
893,2,41,5.7,8.5,2018-08-18,0
460,2,41,5.4,8.7,2018-08-18,1
3691,1,45,7.2,9.0,2018-08-19,0
455,1,22,3.1,8.3,2018-08-19,0
925,1,28,6.1,8.2,2018-08-19,1
3680,4,129,5.1,8.6,2018-08-19,0
893,2,42,5.8,8.5,2018-08-19,0
3690,3,82,5.7,8.6,2018-08-19,0
2959,3,85,5.1,8.6,2018-08-19,0
460,2,41,5.0,8.6,2018-08-19,0
925,1,30,4.7,8.2,2018-08-19,0
1516,2,67,4.3,8.4,2018-08-19,0
460,2,42,5.4,8.7,2018-08-19,1
1725,1,31,6.1,8.5,2018-08-19,0
2959,2,73,5.4,8.6,2018-08-19,1
3690,4,147,6.4,8.6,2018-08-19,1
1516,3,112,5.5,8.7,2018-08-19,1
3680,3,95,5.1,8.6,2018-08-19,1
1725,1,29,5.9,8.3,2018-08-19,1
455,1,25,3.1,8.3,2018-08-19,1
3691,1,25,7.2,9.0,2018-08-19,1
893,1,29,5.0,8.5,2018-08-19,1
2959,2,74,5.5,8.7,2018-08-20,1
3690,4,159,6.6,8.5,2018-08-20,1
1516,2,80,5.9,8.6,2018-08-20,1
3691,1,39,9.2,9.0,2018-08-20,1
1725,1,16,5.5,8.3,2018-08-20,1
455,1,24,3.1,8.3,2018-08-20,1
893,1,32,5.3,8.3,2018-08-20,1
3680,3,95,5.3,8.5,2018-08-20,1
925,1,20,6.4,8.2,2018-08-20,1
460,2,42,5.5,8.7,2018-08-20,1
925,1,31,5.0,8.2,2018-08-20,0
455,1,25,3.2,8.3,2018-08-20,0
1725,1,30,5.6,8.3,2018-08-20,0
3680,4,125,5.5,8.6,2018-08-20,0
1516,2,64,4.4,8.4,2018-08-20,0
3690,3,101,5.8,8.5,2018-08-20,0
2959,3,81,5.6,8.7,2018-08-20,0
893,2,41,5.7,8.3,2018-08-20,0
460,2,44,5.0,8.8,2018-08-20,0
3691,1,39,9.2,9.0,2018-08-20,0
2959,3,86,5.5,8.6,2018-08-21,1
3690,4,158,6.5,8.7,2018-08-21,1
1516,2,66,5.4,8.6,2018-08-21,1
893,1,31,5.5,8.5,2018-08-21,1
1725,1,28,5.2,8.2,2018-08-21,1
455,1,7,3.4,8.3,2018-08-21,1
3691,1,20,6.8,9.0,2018-08-21,1
3680,3,99,5.3,8.5,2018-08-21,1
925,1,30,5.6,8.2,2018-08-21,1
460,2,42,5.5,8.7,2018-08-21,1
925,1,26,4.5,8.2,2018-08-21,0
460,2,42,5.1,8.6,2018-08-21,0
893,2,42,5.8,8.4,2018-08-21,0
2959,3,94,5.2,8.6,2018-08-21,0
3690,3,102,5.5,8.6,2018-08-21,0
3691,1,20,6.2,9.0,2018-08-21,0
3680,4,124,5.4,8.5,2018-08-21,0
1725,1,25,5.8,8.3,2018-08-21,0
455,1,22,3.5,8.3,2018-08-21,0
1516,2,66,4.9,8.5,2018-08-21,0
893,1,31,5.7,8.4,2018-08-22,1
497,1,9,4.0,8.4,2018-08-22,1
3691,2,70,8.0,9.0,2018-08-22,1
455,1,23,3.4,8.3,2018-08-22,1
1725,1,32,4.0,8.2,2018-08-22,1
3680,3,104,4.8,8.5,2018-08-22,1
1516,3,105,5.0,8.6,2018-08-22,1
3690,5,165,6.2,8.7,2018-08-22,1
2959,3,82,5.6,8.7,2018-08-22,1
460,2,48,5.4,8.8,2018-08-22,1
455,1,23,3.3,8.3,2018-08-22,0
3691,2,47,7.7,9.0,2018-08-22,0
1725,1,34,5.3,8.4,2018-08-22,0
3680,3,119,5.3,8.3,2018-08-22,0
1516,2,67,5.0,8.7,2018-08-22,0
3690,3,99,5.6,8.6,2018-08-22,0
2959,3,87,5.5,8.6,2018-08-22,0
893,2,41,5.6,8.3,2018-08-22,0
460,2,42,4.8,8.5,2018-08-22,0
497,1,11,3.7,8.3,2018-08-22,0
1516,2,66,5.8,8.6,2018-08-23,1
3690,4,154,6.2,8.7,2018-08-23,1
3680,3,94,5.5,8.5,2018-08-23,1
2959,2,79,5.3,8.7,2018-08-23,1
455,1,7,3.6,8.3,2018-08-23,1
3691,2,51,7.6,9.0,2018-08-23,1
497,1,5,5.2,8.2,2018-08-23,1
1725,1,24,5.5,8.2,2018-08-23,1
893,1,25,5.5,8.5,2018-08-23,1
893,1,36,5.7,8.5,2018-08-23,0
497,1,11,4.8,8.2,2018-08-23,0
460,1,40,5.3,8.7,2018-08-23,0
2959,1,60,5.4,8.7,2018-08-23,0
3690,3,111,6.2,8.6,2018-08-23,0
1516,2,60,5.4,8.6,2018-08-23,0
460,2,41,5.4,8.7,2018-08-23,1
1725,1,34,5.6,8.3,2018-08-23,0
455,1,21,3.3,8.3,2018-08-23,0
3691,2,50,7.5,9.0,2018-08-23,0
3680,4,126,5.3,8.5,2018-08-23,0
2959,3,82,5.5,8.6,2018-08-24,1
497,1,9,5.4,8.5,2018-08-24,1
3691,1,40,8.9,9.0,2018-08-24,1
455,1,18,4.3,8.3,2018-08-24,1
1725,1,23,5.4,8.5,2018-08-24,1
3680,3,95,5.5,8.6,2018-08-24,1
1516,2,71,6.0,8.6,2018-08-24,1
3690,4,154,6.4,8.6,2018-08-24,1
893,1,28,5.5,8.5,2018-08-24,1
460,2,46,5.5,8.7,2018-08-24,1
497,1,11,4.8,8.5,2018-08-24,0
893,2,41,5.3,8.5,2018-08-24,0
2959,3,93,5.2,8.6,2018-08-24,0
3690,3,107,5.4,8.6,2018-08-24,0
1516,2,61,4.9,8.5,2018-08-24,0
460,2,43,4.9,8.7,2018-08-24,0
1725,2,45,5.3,8.4,2018-08-24,0
455,1,16,3.0,8.3,2018-08-24,0
3691,1,40,8.7,9.0,2018-08-24,0
3680,4,132,5.0,8.6,2018-08-24,0
2959,3,90,5.6,8.7,2018-08-25,1
497,1,7,4.4,8.3,2018-08-25,1
3691,1,42,7.5,9.0,2018-08-25,1
455,1,5,3.9,8.2,2018-08-25,1
1725,1,32,5.5,8.3,2018-08-25,1
3680,2,60,5.5,8.5,2018-08-25,1
1516,2,52,6.0,8.6,2018-08-25,1
3690,4,152,6.4,8.6,2018-08-25,1
893,1,32,5.5,8.4,2018-08-25,1
460,1,40,5.1,8.3,2018-08-25,0
497,1,10,4.7,8.2,2018-08-25,0
3691,1,35,7.5,9.0,2018-08-25,0
455,1,23,3.3,8.2,2018-08-25,0
1725,1,34,5.5,8.3,2018-08-25,0
3680,4,128,5.2,8.6,2018-08-25,0
1516,2,49,5.2,8.6,2018-08-25,0
3690,3,90,6.0,8.6,2018-08-25,0
2959,3,100,5.3,8.7,2018-08-25,0
893,2,41,5.4,8.5,2018-08-25,0
460,2,42,5.0,8.3,2018-08-25,1
3690,4,125,6.4,8.6,2018-08-26,1
1516,3,83,5.6,8.6,2018-08-26,1
3680,3,92,4.9,8.5,2018-08-26,1
2959,2,71,5.5,8.6,2018-08-26,1
455,1,19,4.2,8.2,2018-08-26,1
3691,2,53,7.6,9.0,2018-08-26,1
