Acc,Cans,Kilograms,Fat,SNF,Date,Shift
795,4,125,7.7,8.7,2017-09-19,0
871,1,27,4.7,8.2,2017-09-19,0
2959,1,35,5.8,8.7,2017-09-19,0
865,1,33,6.3,8.5,2017-09-19,0
3665,3,104,7.8,8.5,2017-09-19,0
786,1,9,5.5,8.4,2017-09-19,0
457,1,30,5.3,8.2,2017-09-20,1
925,1,22,5.4,8.2,2017-09-20,1
893,1,29,7.2,8.4,2017-09-20,1
786,1,10,5.6,8.2,2017-09-20,1
871,1,38,6.0,8.1,2017-09-20,1
865,2,41,7.3,8.6,2017-09-20,1
3665,2,70,8.8,8.9,2017-09-20,1
873,2,55,6.8,8.4,2017-09-20,1
3536,2,65,6.6,8.7,2017-09-20,1
795,5,121,8.2,8.6,2017-09-20,1
2959,2,76,7.3,8.7,2017-09-20,1
1579,1,5,6.5,8.6,2017-09-20,1
949,3,104,7.0,8.8,2017-09-20,1
1579,1,4,5.8,8.4,2017-09-20,0
795,3,79,8.2,8.6,2017-09-20,0
3536,2,41,5.7,8.7,2017-09-20,0
457,2,45,4.9,8.2,2017-09-20,0
925,1,34,5.6,8.2,2017-09-20,0
893,1,24,6.2,8.4,2017-09-20,0
949,2,66,6.0,8.8,2017-09-20,0
871,1,29,5.0,8.3,2017-09-20,0
2959,1,34,7.0,8.6,2017-09-20,0
865,1,31,6.1,8.5,2017-09-20,0
3665,2,60,8.5,8.9,2017-09-20,0
873,2,49,4.9,8.2,2017-09-20,0
786,1,10,5.1,8.2,2017-09-20,0
925,1,23,5.8,8.2,2017-09-21,1
893,1,33,6.3,8.4,2017-09-21,1
786,1,10,6.0,8.3,2017-09-21,1
871,2,45,6.5,8.3,2017-09-21,1
865,1,36,7.5,8.7,2017-09-21,1
457,1,7,5.7,8.2,2017-09-21,1
3665,4,121,8.5,8.8,2017-09-21,1
873,2,62,6.2,8.3,2017-09-21,1
795,3,90,8.0,8.8,2017-09-21,1
2959,2,76,7.0,8.7,2017-09-21,1
3536,2,60,6.1,8.7,2017-09-21,1
893,1,24,6.1,8.6,2017-09-21,0
795,3,98,8.0,8.7,2017-09-21,0
949,2,70,5.7,8.9,2017-09-21,0
3536,1,37,5.3,8.8,2017-09-21,0
457,1,40,5.6,8.3,2017-09-21,0
925,1,31,5.4,8.3,2017-09-21,0
786,1,9,5.3,8.3,2017-09-21,0
949,3,103,7.2,8.9,2017-09-21,1
2959,1,31,6.7,8.7,2017-09-21,0
865,1,26,6.3,8.6,2017-09-21,0
3665,4,125,8.5,8.8,2017-09-21,0
873,2,48,5.0,8.6,2017-09-21,0
871,1,26,4.3,8.5,2017-09-21,0
457,1,19,4.8,8.4,2017-09-22,1
795,3,111,8.4,8.7,2017-09-22,1
873,2,62,6.3,8.5,2017-09-22,1
3665,4,157,8.2,8.9,2017-09-22,1
865,2,43,7.5,8.6,2017-09-22,1
2959,3,86,6.8,8.4,2017-09-22,1
871,2,47,5.9,8.2,2017-09-22,1
786,1,9,5.5,8.3,2017-09-22,1
893,1,31,6.1,8.4,2017-09-22,1
925,1,24,5.1,8.2,2017-09-22,1
3536,2,58,6.5,8.7,2017-09-22,1
949,3,102,7.2,8.8,2017-09-22,1
795,3,89,8.4,8.7,2017-09-22,0
3536,1,35,6.0,8.7,2017-09-22,0
457,1,39,5.5,8.3,2017-09-22,0
925,1,34,5.4,8.2,2017-09-22,0
893,1,26,5.9,8.4,2017-09-22,0
786,1,9,5.4,8.3,2017-09-22,0
949,3,91,6.0,8.8,2017-09-22,0
2959,1,37,6.8,8.3,2017-09-22,0
865,1,29,6.0,8.6,2017-09-22,0
3665,4,140,8.2,8.9,2017-09-22,0
873,2,42,5.1,8.3,2017-09-22,0
871,1,36,5.1,8.3,2017-09-22,0
457,1,40,4.8,8.3,2017-09-23,1
795,4,121,8.1,8.7,2017-09-23,1
873,2,66,6.0,8.5,2017-09-23,1
3665,4,151,7.8,8.9,2017-09-23,1
865,1,30,7.7,8.6,2017-09-23,1
2959,3,89,6.8,8.7,2017-09-23,1
871,1,40,5.5,8.4,2017-09-23,1
786,1,11,5.6,8.3,2017-09-23,1
893,1,30,6.2,8.4,2017-09-23,1
925,1,25,5.7,8.3,2017-09-23,1
3536,2,73,6.5,8.7,2017-09-23,1
795,3,90,8.4,8.6,2017-09-23,0
949,3,89,6.0,8.8,2017-09-23,0
3536,1,20,5.6,8.6,2017-09-23,0
457,1,16,5.3,8.3,2017-09-23,0
925,1,37,5.2,8.3,2017-09-23,0
893,1,25,5.7,8.3,2017-09-23,0
786,1,9,5.3,8.2,2017-09-23,0
949,3,116,6.7,8.9,2017-09-23,1
2959,1,34,6.9,8.8,2017-09-23,0
865,1,23,6.3,8.6,2017-09-23,0
3665,4,140,8.6,8.9,2017-09-23,0
873,2,52,5.0,8.4,2017-09-23,0
871,1,27,4.7,8.3,2017-09-23,0
3536,2,70,6.6,8.7,2017-09-24,1
795,4,130,8.2,8.7,2017-09-24,1
873,2,61,6.1,8.3,2017-09-24,1
3665,4,159,8.4,8.9,2017-09-24,1
865,1,40,7.3,8.5,2017-09-24,1
2959,3,90,7.2,8.6,2017-09-24,1
871,1,40,6.1,8.3,2017-09-24,1
893,1,27,7.1,8.5,2017-09-24,1
925,1,23,5.8,8.2,2017-09-24,1
457,1,12,6.0,8.2,2017-09-24,1
949,4,117,6.6,8.8,2017-09-24,1
865,1,30,6.3,8.6,2017-09-24,0
873,2,46,5.1,8.3,2017-09-24,0
3665,4,140,8.3,8.9,2017-09-24,0
2959,1,38,6.5,8.7,2017-09-24,0
871,1,30,4.5,8.4,2017-09-24,0
893,1,26,5.6,8.3,2017-09-24,0
925,1,34,5.2,8.2,2017-09-24,0
457,1,5,5.8,8.7,2017-09-24,0
3536,1,29,5.9,8.7,2017-09-24,0
949,3,91,5.6,8.8,2017-09-24,0
795,3,101,8.2,8.7,2017-09-24,0
786,1,9,5.0,8.3,2017-09-25,1
457,2,45,4.9,8.3,2017-09-25,1
925,1,23,6.0,8.3,2017-09-25,1
871,2,49,6.1,8.4,2017-09-25,1
3536,2,75,6.6,8.7,2017-09-25,1
865,2,44,7.2,8.5,2017-09-25,1
3665,3,144,8.3,8.9,2017-09-25,1
873,2,70,5.9,8.3,2017-09-25,1
795,5,138,7.3,8.7,2017-09-25,1
2959,3,84,6.9,8.5,2017-09-25,1
949,5,121,6.5,8.5,2017-09-25,1
893,1,29,7.2,8.5,2017-09-25,1
873,2,50,4.9,8.3,2017-09-25,0
949,4,114,5.7,8.6,2017-09-25,0
3536,1,34,5.5,8.6,2017-09-25,0
457,1,32,4.9,8.3,2017-09-25,0
925,1,34,5.5,8.2,2017-09-25,0
893,1,25,5.8,8.3,2017-09-25,0
795,4,110,7.7,8.6,2017-09-25,0
871,1,29,4.5,8.4,2017-09-25,0
2959,1,35,6.6,8.7,2017-09-25,0
865,1,20,6.1,8.5,2017-09-25,0
3665,4,160,8.3,8.9,2017-09-25,0
786,1,20,5.0,8.3,2017-09-25,0
457,1,11,5.0,8.3,2017-09-26,1
795,4,149,7.8,8.6,2017-09-26,1
873,2,66,6.6,8.5,2017-09-26,1
3665,3,121,8.5,8.9,2017-09-26,1
865,2,46,7.3,8.6,2017-09-26,1
2959,3,82,7.1,8.8,2017-09-26,1
871,2,46,6.2,8.4,2017-09-26,1
786,1,9,5.2,8.2,2017-09-26,1
893,1,28,6.8,8.4,2017-09-26,1
925,1,24,5.8,8.4,2017-09-26,1
3536,2,76,6.7,8.6,2017-09-26,1
795,4,140,7.6,8.6,2017-09-26,0
3536,1,33,5.7,8.6,2017-09-26,0
873,2,51,5.4,8.5,2017-09-26,0
3665,3,112,8.5,8.9,2017-09-26,0
865,1,27,6.0,8.7,2017-09-26,0
2959,1,35,6.4,8.7,2017-09-26,0
871,1,31,4.8,8.5,2017-09-26,0
786,1,9,5.3,8.3,2017-09-26,0
893,1,24,6.0,8.3,2017-09-26,0
925,1,35,5.0,8.2,2017-09-26,0
457,1,34,5.3,8.3,2017-09-26,0
949,3,105,6.7,8.8,2017-09-26,1
949,3,100,5.6,8.8,2017-09-26,0
457,1,8,6.1,8.2,2017-09-27,1
925,1,24,5.9,8.2,2017-09-27,1
786,1,10,5.6,8.5,2017-09-27,1
3536,2,76,6.6,8.6,2017-09-27,1
2959,3,89,7.2,8.6,2017-09-27,1
865,1,54,7.3,8.5,2017-09-27,1
3665,5,192,5.7,9.0,2017-09-27,1
873,2,65,6.2,8.5,2017-09-27,1
871,1,40,6.1,8.4,2017-09-27,1
949,3,113,6.9,8.5,2017-09-27,1
893,1,27,6.6,8.2,2017-09-27,1
3665,5,195,5.8,9.0,2017-09-27,0
873,2,62,5.0,8.3,2017-09-27,0
3536,1,30,5.8,8.7,2017-09-27,0
457,1,38,5.1,8.3,2017-09-27,0
925,1,38,5.2,8.2,2017-09-27,0
949,3,86,5.7,8.7,2017-09-27,0
786,1,9,5.9,8.2,2017-09-27,0
871,1,27,5.1,8.4,2017-09-27,0
2959,1,37,6.9,8.5,2017-09-27,0
865,1,26,6.5,8.5,2017-09-27,0
893,1,24,6.3,8.3,2017-09-27,0
3536,2,76,6.8,8.7,2017-09-28,1
873,2,64,6.4,8.4,2017-09-28,1
3665,5,170,7.0,9.0,2017-09-28,1
865,1,38,7.3,8.7,2017-09-28,1
871,2,50,6.2,8.3,2017-09-28,1
786,1,9,5.5,8.2,2017-09-28,1
893,1,23,7.4,8.5,2017-09-28,1
925,1,26,5.8,8.1,2017-09-28,1
949,3,115,6.8,8.7,2017-09-28,1
2959,3,88,7.4,8.4,2017-09-28,1
3665,5,190,3.1,8.4,2017-09-28,0
865,1,19,6.7,8.5,2017-09-28,0
2959,1,36,6.8,8.6,2017-09-28,0
871,1,34,5.3,8.8,2017-09-28,0
786,1,9,5.2,8.2,2017-09-28,0
893,1,24,6.1,8.5,2017-09-28,0
925,1,38,5.3,8.1,2017-09-28,0
3536,1,35,5.5,8.8,2017-09-28,0
949,3,91,5.7,8.6,2017-09-28,0
873,2,53,5.3,8.4,2017-09-28,0
925,1,23,5.7,8.0,2017-09-29,1
893,1,28,7.1,8.2,2017-09-29,1
786,1,10,5.8,8.0,2017-09-29,1
873,2,51,6.2,8.4,2017-09-29,1
2959,3,84,7.2,8.5,2017-09-29,1
865,2,52,7.3,8.5,2017-09-29,1
3665,4,165,3.3,8.5,2017-09-29,1
457,1,13,5.7,7.8,2017-09-29,1
871,2,50,6.5,8.3,2017-09-29,1
3536,2,71,6.5,8.7,2017-09-29,1
2959,1,30,7.0,8.5,2017-09-29,0
873,1,40,5.1,8.3,2017-09-29,0
3665,5,180,3.2,8.4,2017-09-29,0
865,1,19,6.1,8.5,2017-09-29,0
871,1,31,5.4,8.4,2017-09-29,0
786,1,9,5.5,8.4,2017-09-29,0
893,1,23,6.3,8.2,2017-09-29,0
925,1,34,5.4,8.0,2017-09-29,0
457,1,12,6.2,8.0,2017-09-29,0
3536,1,39,6.0,8.6,2017-09-29,0
949,2,64,5.6,8.5,2017-09-29,0
949,4,122,6.8,8.4,2017-09-29,1
873,2,61,6.2,8.5,2017-09-30,1
3665,5,166,3.3,8.4,2017-09-30,1
893,1,18,5.6,8.2,2017-09-30,0
949,3,95,5.2,8.7,2017-09-30,0
3536,1,36,5.8,8.6,2017-09-30,0
457,1,39,3.2,8.2,2017-09-30,0
925,1,39,5.1,8.1,2017-09-30,0
871,1,36,4.9,8.1,2017-09-30,0
2959,1,33,6.3,8.3,2017-09-30,0
865,1,20,6.6,8.5,2017-09-30,0
873,2,56,4.9,8.4,2017-09-30,0
3665,5,161,3.2,8.4,2017-09-30,0
3536,2,72,6.6,8.7,2017-09-30,1
457,2,45,6.4,8.2,2017-09-30,1
925,1,25,5.6,8.1,2017-09-30,1
893,1,22,6.8,8.2,2017-09-30,1
871,1,35,6.3,8.3,2017-09-30,1
2959,3,90,6.9,8.6,2017-09-30,1
865,1,36,7.2,8.6,2017-09-30,1
949,3,110,6.7,8.8,2017-09-30,1
893,1,31,6.7,8.4,2017-10-01,1
3536,2,70,6.6,8.8,2017-10-01,1
457,1,39,4.5,8.1,2017-10-01,1
786,1,10,5.5,8.3,2017-10-01,1
2959,3,87,6.9,8.7,2017-10-01,1
865,2,49,7.2,8.5,2017-10-01,1
3665,5,162,7.4,9.0,2017-10-01,1
873,2,65,6.1,8.3,2017-10-01,1
949,4,125,6.5,8.5,2017-10-01,1
871,1,25,6.1,8.3,2017-10-01,1
873,2,54,4.6,8.3,2017-10-01,0
925,1,25,5.2,8.2,2017-10-01,1
865,1,29,6.5,8.7,2017-10-01,0
3665,5,170,3.1,8.4,2017-10-01,0
3536,1,34,5.6,8.7,2017-10-01,0
457,2,41,4.8,8.2,2017-10-01,0
925,1,30,5.2,8.2,2017-10-01,0
949,3,92,5.6,8.6,2017-10-01,0
786,1,10,5.0,8.5,2017-10-01,0
871,1,34,5.0,8.4,2017-10-01,0
2959,1,31,6.6,8.5,2017-10-01,0
893,1,18,6.2,8.3,2017-10-01,0
873,2,73,6.4,8.5,2017-10-03,1
1576,4,125,5.8,8.6,2017-10-03,1
3536,2,73,6.2,8.6,2017-10-03,1
3665,5,170,7.5,9.0,2017-10-03,1
865,2,46,6.8,8.6,2017-10-03,1
2959,3,91,6.4,8.6,2017-10-03,1
871,2,41,5.9,8.5,2017-10-03,1
786,1,9,5.4,8.5,2017-10-03,1
893,1,30,7.2,8.3,2017-10-03,1
925,1,26,5.7,8.2,2017-10-03,1
457,1,12,5.2,8.3,2017-10-03,1
949,4,134,6.4,8.7,2017-10-03,1
2959,1,37,6.8,8.5,2017-10-03,0
873,2,48,4.4,8.3,2017-10-03,0
3665,4,140,3.2,8.4,2017-10-03,0
865,1,26,6.0,8.3,2017-10-03,0
871,1,38,4.3,8.2,2017-10-03,0
786,1,10,5.4,8.3,2017-10-03,0
893,1,25,7.1,8.3,2017-10-03,0
925,2,42,4.7,8.3,2017-10-03,0
457,1,40,4.9,8.1,2017-10-03,0
3536,1,40,5.7,8.7,2017-10-03,0
949,3,84,5.5,8.7,2017-10-03,0
1576,1,29,4.8,8.7,2017-10-03,0
457,1,39,4.8,8.3,2017-10-04,1
893,1,33,6.8,8.5,2017-10-04,1
925,1,23,4.8,8.3,2017-10-04,1
786,1,9,5.1,8.4,2017-10-04,1
871,2,41,5.6,8.6,2017-10-04,1
865,1,39,6.7,8.5,2017-10-04,1
3665,5,170,7.7,9.0,2017-10-04,1
873,2,72,6.1,8.7,2017-10-04,1
3536,2,77,6.6,8.8,2017-10-04,1
2959,3,92,6.8,8.7,2017-10-04,1
949,4,131,6.7,8.8,2017-10-04,1
871,2,46,5.2,8.5,2017-10-04,0
3665,4,140,3.1,8.4,2017-10-04,0
3536,2,45,5.4,8.5,2017-10-04,0
457,2,41,4.5,8.2,2017-10-04,0
925,2,43,4.8,8.3,2017-10-04,0
873,2,46,4.5,8.5,2017-10-04,0
949,2,68,5.3,8.8,2017-10-04,0
786,1,9,5.3,8.3,2017-10-04,0
2959,1,34,6.4,8.7,2017-10-04,0
865,1,25,6.1,8.6,2017-10-04,0
893,1,20,5.1,8.2,2017-10-04,0
1516,3,115,5.9,8.7,2017-10-05,1
949,4,128,6.5,8.7,2017-10-05,1
3665,3,104,7.8,9.0,2017-10-05,1
865,1,32,7.3,8.6,2017-10-05,1
2959,3,95,6.6,8.7,2017-10-05,1
871,2,55,6.1,8.5,2017-10-05,1
786,1,11,4.9,8.4,2017-10-05,1
893,1,25,6.9,8.4,2017-10-05,1
925,1,28,4.6,8.3,2017-10-05,1
457,1,39,4.5,8.2,2017-10-05,1
3536,2,81,6.4,8.8,2017-10-05,1
1516,1,37,4.9,8.7,2017-10-05,0
873,2,74,6.3,8.5,2017-10-05,1
3665,3,118,3.2,8.4,2017-10-05,0
949,3,101,5.5,8.7,2017-10-05,0
3536,2,50,5.3,8.7,2017-10-05,0
457,1,40,4.4,8.2,2017-10-05,0
925,2,41,4.9,8.1,2017-10-05,0
873,2,51,4.7,8.5,2017-10-05,0
786,1,10,4.9,8.4,2017-10-05,0
871,2,49,5.1,8.5,2017-10-05,0
2959,1,34,6.7,8.6,2017-10-05,0
865,1,16,6.6,8.7,2017-10-05,0
893,1,23,5.1,8.3,2017-10-05,0
949,4,129,6.9,8.9,2017-10-06,1
3665,4,121,8.2,9.0,2017-10-06,1
865,1,41,7.2,8.5,2017-10-06,1
2959,3,93,6.7,8.7,2017-10-06,1
871,2,52,5.5,8.6,2017-10-06,1
786,1,13,4.8,8.3,2017-10-06,1
893,1,24,7.8,8.4,2017-10-06,1
925,1,28,4.7,8.2,2017-10-06,1
457,1,10,5.8,8.2,2017-10-06,1
3536,2,78,6.3,8.6,2017-10-06,1
873,1,79,6.3,8.7,2017-10-06,1
3665,4,125,3.2,8.5,2017-10-06,0
865,1,22,6.8,8.6,2017-10-06,0
2959,1,38,6.8,8.6,2017-10-06,0
871,1,35,5.2,8.6,2017-10-06,0
786,1,10,4.8,8.3,2017-10-06,0
893,1,24,5.9,8.4,2017-10-06,0
925,2,44,4.9,8.2,2017-10-06,0
457,1,39,5.4,8.4,2017-10-06,0
3536,2,48,5.9,8.6,2017-10-06,0
949,3,95,5.7,8.9,2017-10-06,0
873,2,45,5.3,8.6,2017-10-06,0
457,1,10,5.3,8.2,2017-10-07,1
925,1,26,5.0,8.2,2017-10-07,1
893,1,28,7.7,8.4,2017-10-07,1
786,1,11,4.7,8.3,2017-10-07,1
873,2,70,6.4,8.6,2017-10-07,1
2959,3,95,6.7,8.7,2017-10-07,1
865,2,45,7.0,8.6,2017-10-07,1
3665,3,90,8.1,9.0,2017-10-07,1
3536,2,73,6.2,8.7,2017-10-07,1
871,2,54,6.0,8.4,2017-10-07,1
949,3,108,6.9,8.8,2017-10-07,1
865,1,17,6.6,8.3,2017-10-07,0
3665,4,170,3.2,8.4,2017-10-07,0
2959,1,40,6.5,8.7,2017-10-07,0
871,2,42,5.5,8.4,2017-10-07,0
786,1,12,5.2,8.1,2017-10-07,0
893,1,27,5.6,8.3,2017-10-07,0
925,2,45,4.6,8.3,2017-10-07,0
457,1,8,5.0,8.2,2017-10-07,0
3536,1,52,5.3,8.5,2017-10-07,0
949,3,95,5.2,8.6,2017-10-07,0
873,1,43,4.5,8.3,2017-10-07,0
457,1,10,5.3,8.3,2017-10-08,1
925,1,27,4.3,8.2,2017-10-08,1
893,1,26,6.7,8.3,2017-10-08,1
786,1,12,4.6,8.3,2017-10-08,1
871,2,50,5.4,8.4,2017-10-08,1
1516,3,117,6.4,8.7,2017-10-08,1
865,1,29,6.3,8.5,2017-10-08,1
3665,4,145,7.3,8.9,2017-10-08,1
873,2,64,6.3,8.5,2017-10-08,1
3536,2,78,6.4,8.6,2017-10-08,1
2959,3,90,6.2,8.5,2017-10-08,1
877,1,13,6.7,8.8,2017-10-08,1
949,4,123,6.4,8.8,2017-10-08,1
949,3,84,5.8,8.8,2017-10-08,0
877,1,16,4.3,8.3,2017-10-08,0
3536,2,42,5.1,8.4,2017-10-08,0
457,1,15,5.1,8.2,2017-10-08,0
1516,1,39,5.0,8.8,2017-10-08,0
893,1,23,5.0,8.3,2017-10-08,0
925,2,44,4.4,8.2,2017-10-08,0
871,1,30,4.2,8.3,2017-10-08,0
2959,1,40,6.6,8.8,2017-10-08,0
865,1,24,5.4,8.3,2017-10-08,0
3665,3,112,7.1,9.0,2017-10-08,0
873,2,44,4.9,8.4,2017-10-08,0
786,1,13,4.7,8.3,2017-10-08,0
3536,2,73,6.2,8.7,2017-10-09,1
457,1,10,5.0,8.1,2017-10-09,1
925,1,28,4.7,8.2,2017-10-09,1
893,1,24,7.2,8.0,2017-10-09,1
786,1,11,4.6,8.2,2017-10-09,1
1516,4,123,5.7,8.6,2017-10-09,1
865,1,38,6.7,8.5,2017-10-09,1
3665,4,118,6.7,8.9,2017-10-09,1
873,2,68,6.4,8.5,2017-10-09,1
877,1,17,6.8,8.6,2017-10-09,1
871,2,52,5.6,8.3,2017-10-09,1
949,4,136,6.4,8.7,2017-10-09,1
2959,3,89,6.4,8.5,2017-10-09,1
873,2,50,5.0,8.4,2017-10-09,0
1516,2,45,5.6,8.7,2017-10-09,0
949,3,89,5.5,8.7,2017-10-09,0
877,1,14,3.7,8.2,2017-10-09,0
3536,2,44,5.2,8.5,2017-10-09,0
925,1,41,5.0,8.2,2017-10-09,0
457,1,9,5.0,8.2,2017-10-09,0
786,1,12,5.3,8.2,2017-10-09,0
871,2,41,4.4,8.5,2017-10-09,0
2959,1,39,6.5,8.7,2017-10-09,0
865,1,19,6.6,8.5,2017-10-09,0
3665,3,94,6.7,8.9,2017-10-09,0
893,1,25,5.0,8.0,2017-10-09,0
893,1,31,6.5,8.3,2017-10-10,1
3536,2,72,6.1,8.7,2017-10-10,1
457,1,10,5.1,8.2,2017-10-10,1
925,1,29,4.4,8.2,2017-10-10,1
786,1,10,4.9,8.2,2017-10-10,1
1516,3,106,5.9,8.6,2017-10-10,1
2959,3,97,6.6,8.5,2017-10-10,1
865,1,38,6.8,8.5,2017-10-10,1
3665,3,113,7.0,8.9,2017-10-10,1
873,2,62,6.2,8.5,2017-10-10,1
877,1,16,6.4,8.7,2017-10-10,1
871,2,55,5.8,8.4,2017-10-10,1
949,4,138,6.7,8.8,2017-10-10,1
2959,2,41,6.4,9.0,2017-10-10,0
873,1,38,4.8,8.4,2017-10-10,0
3665,3,85,6.9,8.9,2017-10-10,0
865,1,14,6.6,8.5,2017-10-10,0
871,2,46,4.3,8.3,2017-10-10,0
786,1,12,5.0,8.2,2017-10-10,0
893,1,24,6.0,8.3,2017-10-10,0
925,2,41,5.2,8.3,2017-10-10,0
457,1,14,4.1,8.2,2017-10-10,0
3536,2,49,5.8,8.6,2017-10-10,0
877,1,10,3.8,8.3,2017-10-10,0
949,3,91,5.5,8.7,2017-10-10,0
1516,2,46,5.2,8.6,2017-10-10,0
3536,2,74,6.3,8.8,2017-10-11,1
457,1,12,5.2,8.5,2017-10-11,1
893,1,25,7.2,8.5,2017-10-11,1
871,2,49,5.7,8.5,2017-10-11,1
786,1,10,5.0,8.5,2017-10-11,1
865,1,39,6.9,8.8,2017-10-11,1
3665,3,125,6.6,9.0,2017-10-11,1
873,2,64,6.3,8.8,2017-10-11,1
1516,3,108,6.4,8.8,2017-10-11,1
877,1,16,6.8,8.8,2017-10-11,1
2959,3,97,6.7,8.8,2017-10-11,1
949,4,146,6.7,9.0,2017-10-11,1
925,1,27,4.4,8.3,2017-10-11,1
873,2,48,4.1,8.8,2017-10-11,0
877,1,13,3.8,8.4,2017-10-11,0
3536,2,46,5.8,8.7,2017-10-11,0
457,1,13,4.6,8.3,2017-10-11,0
925,2,41,5.1,8.3,2017-10-11,0
893,1,23,6.4,8.5,2017-10-11,0
949,3,101,5.5,8.9,2017-10-11,0
871,1,39,5.0,8.5,2017-10-11,0
1516,1,35,5.1,8.9,2017-10-11,0
2959,1,34,7.0,8.8,2017-10-11,0
865,1,14,7.1,8.7,2017-10-11,0
3665,3,60,6.4,9.0,2017-10-11,0
786,1,12,5.5,8.5,2017-10-11,0
3536,2,67,6.4,8.3,2017-10-12,1
925,1,26,5.3,8.2,2017-10-12,1
893,1,27,7.5,8.6,2017-10-12,1
786,1,11,4.6,8.3,2017-10-12,1
871,1,48,5.7,8.4,2017-10-12,1
3665,3,85,7.6,9.0,2017-10-12,1
865,1,34,6.7,8.3,2017-10-12,1
873,2,70,6.4,8.6,2017-10-12,1
1516,4,122,6.2,8.8,2017-10-12,1
877,1,16,3.8,8.3,2017-10-12,1
2959,3,92,6.7,8.8,2017-10-12,1
949,4,134,7.0,8.8,2017-10-12,1
1516,1,36,4.9,8.8,2017-10-12,0
873,1,39,4.7,8.5,2017-10-12,0
3665,2,65,7.5,9.0,2017-10-12,0
865,1,14,6.2,8.6,2017-10-12,0
2959,1,36,6.7,8.7,2017-10-12,0
871,2,44,5.9,8.3,2017-10-12,0
786,1,13,5.3,8.3,2017-10-12,0
893,1,23,5.3,8.3,2017-10-12,0
925,1,38,5.0,8.2,2017-10-12,0
3536,2,42,5.1,8.2,2017-10-12,0
877,1,15,6.8,8.8,2017-10-12,0
949,3,96,5.6,8.8,2017-10-12,0
3536,2,72,6.4,8.8,2017-10-13,1
925,1,23,4.5,8.2,2017-10-13,1
893,1,28,7.1,8.7,2017-10-13,1
1516,3,113,5.8,8.8,2017-10-13,1
786,1,13,4.7,8.4,2017-10-13,1
873,2,61,6.1,8.8,2017-10-13,1
2959,3,98,6.6,8.8,2017-10-13,1
865,1,36,6.3,8.7,2017-10-13,1
3665,3,87,7.7,9.0,2017-10-13,1
877,1,11,3.7,8.3,2017-10-13,1
871,2,52,5.2,8.7,2017-10-13,1
949,4,151,6.7,8.9,2017-10-13,1
871,2,41,5.2,8.7,2017-10-13,0
873,1,36,5.4,8.8,2017-10-13,0
3665,2,75,7.5,9.0,2017-10-13,0
865,1,14,6.3,8.5,2017-10-13,0
2959,1,37,6.4,8.6,2017-10-13,0
786,1,9,6.3,8.5,2017-10-13,0
893,1,24,5.6,8.5,2017-10-13,0
925,1,37,5.0,8.3,2017-10-13,0
3536,1,42,5.5,8.8,2017-10-13,0
877,1,21,7.4,8.8,2017-10-13,0
949,3,86,5.4,8.9,2017-10-13,0
1516,1,34,5.4,8.9,2017-10-13,0
3536,2,70,5.9,8.8,2017-10-14,1
925,1,22,4.6,8.2,2017-10-14,1
893,1,30,8.2,8.4,2017-10-14,1
786,1,12,4.8,8.4,2017-10-14,1
873,2,70,6.4,8.8,2017-10-14,1
2959,3,92,6.3,8.8,2017-10-14,1
865,1,34,6.5,8.7,2017-10-14,1
3665,2,70,7.5,9.0,2017-10-14,1
877,1,13,4.0,8.3,2017-10-14,1
1516,3,117,6.1,8.8,2017-10-14,1
871,1,30,5.4,8.6,2017-10-14,1
949,4,133,6.7,9.0,2017-10-14,1
2959,1,36,6.7,8.8,2017-10-14,0
873,2,41,4.9,8.9,2017-10-14,0
3665,2,79,7.5,9.0,2017-10-14,0
865,1,10,6.6,8.7,2017-10-14,0
871,1,39,5.6,8.5,2017-10-14,0
786,1,8,5.8,8.4,2017-10-14,0
893,1,24,6.1,8.4,2017-10-14,0
925,1,36,5.0,8.3,2017-10-14,0
3536,2,44,5.6,8.5,2017-10-14,0
877,1,29,6.6,8.8,2017-10-14,0
949,3,90,5.4,9.0,2017-10-14,0
1516,1,20,4.7,8.8,2017-10-14,0
925,1,37,4.7,8.2,2017-10-15,0
3536,2,45,5.4,8.4,2017-10-15,0
893,1,25,5.4,8.3,2017-10-15,0
949,3,91,5.6,8.8,2017-10-15,0
877,1,14,3.5,8.3,2017-10-15,0
786,1,10,6.0,8.3,2017-10-15,0
949,4,129,6.7,8.9,2017-10-15,1
2959,1,34,6.7,8.8,2017-10-15,0
1516,3,101,5.9,8.8,2017-10-15,1
873,2,57,5.8,8.5,2017-10-15,1
3665,2,65,7.6,9.0,2017-10-15,1
865,1,30,6.8,8.6,2017-10-15,1
2959,3,93,6.9,8.8,2017-10-15,1
871,1,39,5.5,8.3,2017-10-15,1
786,1,10,5.3,8.3,2017-10-15,1
893,1,23,7.1,8.4,2017-10-15,1
871,2,47,5.4,8.3,2017-10-15,0
3536,2,70,6.6,8.7,2017-10-15,1
877,1,30,6.9,8.7,2017-10-15,1
925,1,22,4.3,8.2,2017-10-15,1
1516,1,31,5.0,8.8,2017-10-15,0
873,1,38,4.5,8.4,2017-10-15,0
3665,2,70,7.6,9.0,2017-10-15,0
865,1,20,6.8,8.6,2017-10-15,0
3536,2,76,6.6,8.7,2017-10-16,1
925,1,22,5.0,8.2,2017-10-16,1
460,2,49,7.2,8.6,2017-10-16,1
893,1,30,7.4,8.3,2017-10-16,1
3665,2,76,7.6,9.0,2017-10-16,1
